id,firstname,lastname,birthdate,pos
8447051,Larry,Jeffrey,1940-10-12,L
8447536,Lowell,MacDonald,1941-08-30,L
8447627,Pit,Martin,1943-12-09,C
8448347,Wayne,Rivers,1942-02-01,R
8446846,Bryan,Hextall Jr.,1941-05-23,C
8447146,Ralph,Keller,1936-02-06,D
8447996,Jim,Neilson,1940-11-28,D
8448606,Duane,Rupp,1938-03-29,D
8445084,Don,Blackburn,1938-05-14,L
8446585,Jeannot,Gilbert,1940-12-29,C
8447378,Bobby,Leiter,1941-03-22,C
8448249,Matt,Ravlich,1938-07-12,D
8450005,Eddie,Johnston,1935-11-24,G
8445166,Gerry,Brisson,1937-09-03,R
8447325,Jacques,Laperriere,1941-11-22,D
8447330,Claude,Larose,1942-03-02,R
8447568,Terry,Harper,1940-01-27,D
8449207,Bill,Sutherland,1934-11-10,C
8452247,Ernie,Wakely,1940-11-27,G
8444973,Norm,Armstrong,1938-10-17,R
8445359,Andre,Champagne,1943-09-19,L
8445945,Kent,Douglas,1936-02-06,D
8445949,Bruce,Draper,1940-10-02,C
8447858,Jim,Mikol,1938-06-11,L
8448963,Rod,Seiling,1944-11-14,D
8449866,Denis,DeJordy,1938-11-12,G
8446143,Bo,Elik,1929-10-17,L
8446714,Ron,Harris,1942-06-30,D
8447117,Eddie,Joyal,1940-05-08,C
8447284,Roger,Lafreniere,1942-07-24,L
8447524,Dave,Lucas,1932-03-22,D
8447730,Paul,Henderson,1943-01-28,L
8445958,Marc,Dufour,1941-09-11,R
8447265,Gord,Labossiere,1940-01-02,C
8447778,Sandy,McGregor,1939-03-30,R
8447807,Mike,McMahon Jr.,1941-08-30,D
8448322,Dave,Richardson,1940-12-11,L
8450138,Gilles,Villemure,1940-05-30,G
8444988,Don,Awrey,1943-07-18,D
8445943,Gary,Dornhoefer,1943-02-02,R
8447021,Ted,Irvine,1944-12-08,L
8447234,Skip,Krake,1943-10-14,C
8447710,Bob,McCord,1934-03-30,D
8448937,Ron,Schock,1943-12-19,C
8445137,Andre,Boudrias,1943-09-19,L
8446200,Yvan,Cournoyer,1943-11-22,R
8446717,Ted,Harris,1936-07-18,D
8446812,John,Ferguson,1938-09-05,L
8448356,Jimmy,Roberts,1940-04-09,R
8449367,Bryan,Watson,1942-11-14,D
8450046,Jean-Guy,Morissette,1937-12-16,G
8446668,Ron,Ellis,1945-01-08,R
8448085,Jim,Pappin,1939-09-10,R
8449179,Pete,Stemkowski,1943-08-25,C
8446722,Phil,Esposito,1942-02-20,C
8448371,Doug,Robinson,1940-08-27,L
8447845,Howie,Menard,1942-04-28,C
8447873,John,Miszuk,1940-09-29,D
8447875,Bill,Mitchell,1930-02-22,D
8447906,Wayne,Muloin,1941-12-24,D
8449370,Jim,Watson,1943-06-28,D
8449859,Roger,Crozier,1942-03-16,G
8449986,Harrison,Gray,1941-09-05,G
8450109,Pat,Rupp,1942-08-12,G
8449852,Bob,Champoux,1942-12-02,G
8444952,Lou,Angotti,1938-01-16,C
8445160,John,Brenneman,1943-01-05,L
8446186,Trevor,Fahey,1944-01-04,L
8446312,Sandy,Fitzpatrick,1944-12-22,C
8447099,Jim,Johnson,1942-11-07,C
8448156,Bob,Plager,1943-03-11,D
8449182,Ulf,Sterner,1941-02-11,L
8449217,Billy,Taylor Jr.,1942-10-14,C
8451870,Ted,Taylor,1942-02-25,L
8446002,Wayne,Cashman,1945-06-24,L
8446605,Bill,Goldsworthy,1944-08-24,R
8447225,Bill,Knibbs,1942-01-24,C
8447642,Wayne,Maxner,1942-09-27,L
8449371,Joe,Watson,1943-07-06,D
8449603,Bob,Woytowich,1941-08-18,D
8450054,Jack,Norris,1942-08-05,G
8448135,Garry,Peters,1942-10-09,C
8448147,Noel,Picard,1938-12-25,D
8448966,Brit,Selby,1945-03-27,L
8446967,Dennis,Hull,1944-11-19,L
8447045,Doug,Jarrett,1944-04-22,D
8447853,Larry,Mickey,1943-10-21,R
8447892,Ken,Hodge,1944-06-25,R
8449149,Fred,Stanfield,1944-05-04,L
8445070,Gary,Bergman,1938-10-07,D
8448099,Butch,Paul,1943-09-11,C
8448137,Jimmy,Peters,1944-06-20,C
8449321,Bob,Wall,1942-12-01,D
8450147,Carl,Wetzel,1938-12-12,G
8444934,Paul,Andrea,1941-07-31,R
8445827,Ray,Cullen,1941-09-20,C
8447488,Al,Hamilton,1946-08-20,D
8447657,Dunc,McCallum,1940-03-29,D
8449979,Ed,Giacomin,1939-06-06,G
8444966,John,Arbour,1945-09-28,D
8444980,Barry,Ashbee,1939-07-28,D
8445816,Terry,Crisp,1943-05-28,C
8445852,Murray,Davison,1938-06-10,D
8446434,Gary,Doak,1946-02-25,D
8447617,Gilles,Marotte,1945-06-07,D
8448178,Poul,Popiel,1943-02-28,D
8448671,Derek,Sanderson,1946-06-16,C
8449138,Don,Marcotte,1947-04-15,L
8450196,J.P.,Parise,1941-12-11,L
8450101,Bob,Ring,1946-10-06,G
8450178,Bernie,Parent,1945-04-03,G
8447352,Danny,Grant,1946-02-21,L
8445151,Wally,Boyer,1937-09-27,C
8445327,Wayne,Carleton,1946-08-04,L
8447015,Brent,Imlach,1946-11-16,C
8449055,Darryl,Sly,1939-04-03,D
8449337,Mike,Walton,1945-01-03,C
8449476,Jim,McKenny,1946-12-01,D
8451474,Al,Smith,1945-11-10,G
8451528,Gary,Smith,1944-02-04,G
8449150,Jack,Stanfield,1942-05-30,L
8445341,Dwight,Carruthers,1944-11-07,D
8445764,Bart,Crashley,1946-06-15,D
8448354,Doug,Roberts,1942-10-28,R
8449062,Peter,Mahovlich,1946-10-10,C
8449206,Bert,Marshall,1943-11-22,D
8449967,George,Gardner,1942-10-08,G
8445239,Ron,Buchanan,1944-11-15,C
8445456,Nick,Beverley,1947-04-21,D
8446887,Ted,Hodgson,1945-06-30,R
8448788,Glen,Sather,1943-09-02,L
8448882,Ross,Lonsberry,1947-02-07,L
8449473,Barry,Wilkins,1947-02-28,D
8450070,Bobby,Orr,1948-03-20,D
8451150,Serge,Savard,1946-01-22,D
8452140,Carol,Vadnais,1945-09-25,D
8449806,Gary,Bauman,1940-07-21,G
8452122,Rogie,Vachon,1945-09-08,G
8447608,Milan,Marcetta,1936-09-19,C
8449088,Wayne,Smith,1943-02-12,D
8449299,Ed,Van Impe,1940-05-27,D
8444856,Gerry,Abel,1944-12-25,L
8445313,Craig,Cameron,1945-07-19,R
8446189,Bob,Falkenberg,1946-01-01,D
8447453,Real,Lemieux,1945-01-03,L
8448423,Dave,Rochefort,1946-07-22,C
8444985,Ron,Attwell,1935-02-09,R
8451916,Walt,Tkaczuk,1947-09-29,C
8447774,Dennis,Hextall,1943-04-17,C
8445006,Terry,Ball,1944-11-29,D
8446889,Ed,Hoekstra,1937-11-04,C
8447584,Ralph,MacSweyn,1942-09-08,D
8448031,Simon,Nolet,1941-11-23,R
8448079,Rosaire,Paiement,1945-08-12,C
8448129,Roger,Pelletier,1945-06-22,D
8448612,Andre,Lacroix,1945-06-05,C
8449605,Keith,Wright,1944-04-13,L
8446794,Doug,Favell,1945-04-05,G
8447228,George,Konik,1937-05-04,D
8447324,Ted,Lanyon,1939-06-11,D
8447639,Dick,Mattiussi,1938-05-01,D
8448345,Bob,Rivard,1939-08-01,C
8449131,Bill,Speer,1942-03-20,D
8449273,Gene,Ubriaco,1937-12-26,L
8449825,Les,Binkley,1934-06-06,G
8447154,Barry,Gibbs,1948-09-28,D
8449981,Andre,Gill,1941-09-19,G
8447883,Garry,Monahan,1946-10-20,L
8448756,Jacques,Lemaire,1945-09-07,C
8450736,Mickey,Redmond,1947-12-27,R
8445302,Mike,Byers,1946-09-11,R
8446708,Duke,Harris,1942-02-25,R
8446880,Andre,Hinse,1945-04-19,L
8447629,Tom,Martin,1947-10-16,R
8448130,Mike,Pelyk,1947-09-29,D
8452086,Garry,Unger,1947-12-07,C
8446622,Gerry,Goyer,1936-10-20,C
8447592,Wayne,Maki,1944-11-10,L
8448063,Bill,Orban,1944-02-20,C
8448182,Geoff,Powis,1945-06-14,C
8448311,Tom,Reid,1946-06-24,D
8449005,Doug,Shelton,1945-06-27,R
8451204,Bobby,Schmautz,1945-03-28,R
8451880,Paul,Terbenche,1945-09-16,D
8447745,Brian,McDonald,1945-03-23,C
8444928,Ron,Anderson,1945-07-29,R
8446754,Galen,Head,1947-04-16,R
8447619,Gary,Marsh,1946-03-09,L
8447672,Rick,McCann,1944-05-27,C
8448730,Danny,Lawson,1947-10-30,R
8448846,Nick,Libett,1945-12-09,L
8449915,Roy,Edwards,1937-03-12,G
8445038,Norm,Beaudin,1941-11-28,R
8445324,Claude,Cardin,1941-02-17,L
8445998,Tim,Ecclestone,1947-09-24,L
8446414,Ray,Fortin,1941-03-11,D
8446560,Darryl,Edestrand,1945-11-06,D
8447135,Gord,Kannegiesser,1945-12-21,D
8448148,Roger,Picard,1935-01-13,R
8448155,Barclay,Plager,1941-03-26,D
8448613,Gary,Sabourin,1943-12-04,R
8449143,Frank,St. Marseille,1939-12-14,R
8449304,Gary,Veneruzzo,1943-06-28,L
8449848,Don,Caley,1945-10-09,G
8450024,Seth,Martin,1933-05-04,G
8444924,Jim,Anderson,1930-12-01,L
8445316,Bryan,Campbell,1944-03-27,C
8445614,Mike,Corrigan,1946-01-11,L
8446866,Bill,Flett,1943-07-21,R
8446959,Brent,Hughes,1943-06-17,D
8446964,Howie,Hughes,1939-04-04,R
8447106,Larry,Johnston,1943-07-20,D
8447381,Jacques,Lemieux,1943-04-08,D
8447967,Jim,Murray,1943-11-25,D
8448162,Billy,Inglis,1943-05-11,C
8449061,Brian,Smith,1940-09-06,L
8449389,Bill,White,1939-08-26,D
8445572,Mike,Corbett,1942-10-04,R
8445966,Jacques,Caron,1939-04-21,G
8450110,Wayne,Rutledge,1942-01-05,G
8445363,Bob,Charlebois,1944-05-27,L
8445505,Bill,Collins,1943-07-13,R
8447107,Marshall,Johnston,1941-06-06,D
8447635,Bill,Masterton,1938-08-13,C
8447695,Ted,McCaskill,1936-10-29,C
8447834,Barrie,Meissner,1946-07-26,L
8447974,Lou,Nanne,1941-06-02,D
8448157,Bill,Plager,1945-07-06,D
8449148,George,Standing,1941-08-03,R
8449440,Walt,McKechnie,1947-06-19,C
8449227,Leo,Thiffault,1944-12-16,L
8445106,Ron,Boehm,1943-08-14,L
8445329,Alain,Caron,1938-04-27,R
8445473,Terry,Clancy,1943-04-02,R
8445837,Jean,Cusson,1942-10-05,L
8447338,Mike,Laughton,1944-02-21,C
8447379,Bob,Lemieux,1944-12-16,D
8448190,Tracy,Pratt,1943-03-08,D
8449210,George,Swarbrick,1942-02-16,R
8449213,Joe,Szura,1938-12-18,C
8449240,Tom,Thurlby,1938-11-09,D
8445083,Bob,Blackburn,1938-02-01,D
8446187,Bill,Fairbairn,1947-01-07,R
8447112,Bob,Jones,1945-11-27,L
8449265,Guy,Trottier,1941-04-01,R
8450206,Brad,Park,1948-07-06,D
8445446,Serge,Bernier,1947-04-29,C
8446663,Larry,Hale,1941-10-09,D
8446765,Earl,Heiskala,1942-11-30,L
8447829,Gerry,Meehan,1946-09-03,C
8448786,Dick,Sarrazin,1946-01-22,R
8449154,Myron,Stankiewicz,1935-12-04,L
8445024,Doug,Barrie,1946-10-02,D
8447285,Jean-Guy,Lagace,1945-02-05,D
8447359,Bill,Lecaine,1940-03-11,L
8449092,Ron,Snell,1948-08-11,R
8449209,Garry,Swain,1947-09-11,C
8450566,Jean,Pronovost,1945-12-18,R
8446290,Joe,Daley,1943-02-20,G
8449914,Marv,Edwards,1935-08-15,G
8444984,Steve,Atkinson,1948-10-16,R
8444997,Garnet,Bailey,1948-06-13,L
8446172,Grant,Erickson,1947-04-28,L
8447007,Paul,Hurley,1946-07-12,D
8447513,Jim,Lorentz,1947-05-01,C
8447664,Jim,Harrison,1947-07-09,C
8448804,Bill,Lesuk,1946-11-01,R
8451538,Rick,Smith,1948-06-29,D
8452360,Tom,Webster,1948-10-04,R
8450006,Joe,Junkin,1946-09-08,G
8445072,Bob,Berry,1943-11-29,L
8445126,Christian,Bordeleau,1947-09-23,C
8446482,Jude,Drouin,1948-10-28,C
8448694,Guy,Lapointe,1948-03-18,D
8446645,Lucien,Grenier,1946-11-03,R
8446720,Tony,Esposito,1943-04-23,G
8446444,Jim,Dorey,1947-08-17,D
8448240,Pat,Quinn,1943-01-29,D
8448838,Rick,Ley,1948-11-02,D
8448731,J.P.,Leblanc,1946-10-20,C
8449435,Ray,McKay,1946-08-22,D
8449594,Jim,Wiste,1946-02-18,C
8451352,Paul,Shmyr,1946-01-28,D
8446747,Ed,Hatoum,1947-12-07,R
8447362,Rene,Leclerc,1947-11-12,R
8447666,Gerry,Hart,1948-01-01,D
8447885,Hank,Monteith,1945-10-02,L
8449113,Sandy,Snow,1946-11-11,R
8449130,Fred,Speck,1947-07-22,C
8445875,Norm,Dennis,1942-12-10,C
8446602,Gary,Edwards,1947-10-05,G
8449999,Robbie,Irons,1946-11-19,G
8450056,Ted,Ouimet,1947-07-06,G
8446253,Gary,Croteau,1946-06-20,R
8449868,Gerry,Desjardins,1944-07-22,G
8445365,Mike,Chernoff,1946-05-13,L
8445910,Gary,Dineen,1943-12-24,C
8447105,Joey,Johnston,1949-03-03,L
8447549,Barry,MacKenzie,1941-08-16,D
8448068,Danny,O'Shea,1945-06-15,C
8450102,Fern,Rivard,1946-01-18,G
8446814,Norm,Ferguson,1945-10-16,R
8448133,Brian,Perry,1944-04-06,C
8448600,Francois,Lacombe,1948-02-24,D
8450154,Chris,Worthy,1947-10-23,G
8445710,Larry,Brown,1947-04-14,D
8445867,Ab,Demarco Jr.,1949-02-27,D
8446141,Jack,Egers,1949-01-28,R
8448373,Mike,Robitaille,1948-02-12,D
8448892,Don,Luce,1948-10-02,C
8449455,Juha,Widing,1947-07-04,C
8446098,Bobby,Clarke,1949-08-13,C
8447897,Lew,Morrison,1948-02-11,R
8450148,Dunc,Wilson,1948-03-22,G
8445163,Michel,Briere,1949-10-21,C
8446696,Nick,Harbaruk,1943-08-16,R
8447168,Rick,Kessell,1949-07-27,C
8449139,Frank,Spring,1949-10-19,R
8445591,Ivan,Boldirev,1949-08-15,C
8448935,Danny,Schock,1948-12-30,L
8445834,Paul,Curtis,1947-09-29,D
8446044,Guy,Charron,1949-01-24,C
8446933,Fran,Huck,1945-12-04,C
8447988,Rejean,Houle,1949-10-25,L
8448353,Phil,Roberto,1949-01-01,R
8449004,Bobby,Sheehan,1949-01-11,C
8450472,Lawrence,Pleau,1947-06-29,C
8451856,Marc,Tardif,1949-06-12,L
8449784,Phil,Myre,1948-11-01,G
8444859,Doug,Acomb,1949-05-15,C
8446736,Chris,Evans,1946-09-14,D
8447094,Danny,Johnson,1944-10-01,C
8447218,Brian,Glennie,1946-08-29,D
8447787,Larry,McIntyre,1949-07-13,D
8447968,Ken,Murray,1948-01-22,D
8447970,Randy,Murray,1945-08-24,D
8447997,Gordie,Nelson,1947-05-10,D
8449357,Ron,Ward,1944-09-12,C
8451614,Brian,Spencer,1949-09-03,L
8445304,Terry,Caffery,1949-04-01,C
8448153,Gerry,Pinder,1948-09-15,L
8448526,Cliff,Koroll,1946-10-01,R
8449032,Keith,Magnuson,1947-04-27,D
8445600,J.P.,Bordeleau,1949-06-13,R
8447138,Al,Karlander,1946-11-05,C
8449307,Doug,Volmar,1945-01-09,R
8447057,Jaroslav,Jirik,1939-12-10,L
8447296,Butch,Goring,1949-10-22,C
8447930,Dale,Hoganson,1949-07-08,D
8449151,Jim,Stanfield,1947-01-01,C
8445021,Bob,Barlow,1935-06-17,L
8448173,Tom,Polanic,1943-04-02,D
8449396,Bob,Whitlock,1949-07-16,C
8450737,Dick,Redmond,1949-08-14,D
8447170,Gilles,Gilbert,1949-03-31,G
8449839,Ken,Broderick,1942-02-16,G
8445139,Barry,Boughner,1948-01-29,L
8446196,Tony,Featherstone,1949-07-31,R
8446697,Joe,Hardy,1945-12-05,C
8448047,Don,O'Donoghue,1949-08-27,R
8449877,Neil,Nicholson,1949-09-12,D
8445022,Syl,Apps Jr.,1947-08-01,C
8446530,Andre,Dupont,1949-07-27,D
8447239,Jim,Krulicki,1948-03-09,L
8445179,Willie,Brossart,1949-05-29,D
8447589,Jim,Mair,1946-05-15,D
8448444,Bob,Kelly,1950-11-25,L
8448924,Cliff,Schmautz,1939-03-17,R
8448982,Rick,MacLeish,1950-01-03,C
8445292,Robin,Burns,1946-08-27,L
8445325,Steve,Cardwell,1950-08-13,L
8447137,Sheldon,Kannegiesser,1947-08-15,D
8448595,Yvon,Labre,1949-11-29,D
8449185,John,Stewart,1950-05-16,L
8449671,Rod,Zaine,1946-05-18,C
8450490,Greg,Polis,1950-08-08,R
8449996,Paul,Hoganson,1949-11-12,G
8450051,Cam,Newton,1950-02-25,G
8448729,Reggie,Leach,1950-04-23,R
8445857,Butch,Deadmarsh,1950-04-05,L
8447971,Hap,Myers,1947-07-28,D
8448069,Kevin,O'Shea,1947-05-28,R
8449646,Randy,Wyrozub,1950-04-08,C
8450308,Gilbert,Perreault,1950-11-13,C
8445612,Pierre,Bouchard,1948-02-20,D
8448735,Chuck,Lefley,1950-01-20,R
8449736,Bob,Murdoch,1946-11-20,D
8446490,Ken,Dryden,1947-08-08,G
8445164,Doug,Brindley,1949-06-08,L
8445964,Denis,Dupere,1948-06-21,L
8447487,Bob,Liddington,1948-09-15,L
8447577,Billy,MacMillan,1943-03-07,R
8447610,Brian,Marchinko,1948-08-02,C
8450894,Rene,Robert,1948-12-31,R
8451296,Bradley,Selwood,1948-03-18,D
8451386,Darryl,Sittler,1950-09-18,C
8451892,Errol,Thompson,1950-05-28,L
8450031,Murray,McLachlan,1948-10-20,G
8446336,Rick,Foley,1945-09-22,D
8448438,Larry,Romanchych,1949-09-07,R
8448524,Jerry,Korab,1948-09-15,D
8449104,Dan,Maloney,1950-09-24,L
8449550,Gilles,Meloche,1950-07-12,G
8449845,Ken,Brown,1948-12-19,G
8447286,Serge,Lajeunesse,1950-06-11,D
8447872,Tom,Miller,1947-03-31,C
8448010,Jim,Niekamp,1946-03-11,D
8449023,Jim,Shires,1945-11-15,L
8449110,Randy,Manery,1949-01-10,D
8449985,Gerry,Gray,1948-01-28,G
8450037,Don,McLeod,1946-08-24,G
8451076,Jim,Rutherford,1949-02-17,G
8445400,Curt,Bennett,1948-03-27,R
8446916,Larry,Hornung,1945-11-10,D
8449706,George,Morrison,1948-12-24,L
8450468,Michel,Plasse,1948-06-01,G
8445100,Ken,Block,1944-03-18,D
8445530,Bob,Cook,1946-01-06,R
8446698,Jim,Hargreaves,1950-05-02,D
8448348,Garth,Rizzuto,1947-09-11,C
8448950,Dan,Seguin,1948-06-07,L
8449191,Ralph,Stewart,1948-12-02,C
8451169,John,Schella,1947-05-09,D
8451853,Dale,Tallon,1950-10-19,D
8447767,Al,McDonough,1950-06-06,R
8450508,Jean,Potvin,1949-03-25,D
8445274,Fred,Barrett,1950-01-26,D
8446576,Gary,Geldart,1950-06-14,D
8446729,Buster,Harvey,1950-04-02,R
8446763,Bill,Heindl,1946-05-13,L
8448040,Dennis,O'Brien,1949-06-10,D
8447365,Hilliard,Graves,1950-10-18,R
8447782,Ernie,Hicke,1947-11-07,L
8451624,Ron,Stackhouse,1949-08-26,D
8450116,Bob,Sneddon,1944-05-31,G
8445332,Gene,Carr,1951-09-17,C
8446634,Norm,Gratton,1950-12-22,L
8447049,Pierre,Jarry,1949-03-30,L
8449483,Tom,Williams,1951-02-07,L
8444933,Steve,Andrascik,1948-11-06,R
8445951,Rene,Drolet,1944-11-13,R
8446100,Bill,Clement,1950-12-20,C
8449635,Larry,Wright,1951-10-08,C
8450198,Michel,Parizeau,1948-04-09,C
8450467,Pierre,Plante,1951-05-14,R
8451100,Don,Saleski,1949-11-10,R
8451245,Dave,Schultz,1949-10-14,L
8450123,Bobby,Taylor,1945-01-24,G
8445792,Dave,Burrows,1949-01-11,D
8447793,Brian,McKenzie,1951-03-16,L
8448032,Joe,Noris,1951-10-26,C
8447116,Ron,Jones,1951-04-11,D
8450075,Terry,O'Reilly,1951-06-07,R
8451728,Bob,Stewart,1950-11-10,D
8446752,Chris,Hayes,1946-08-24,L
8447300,John,Gould,1949-04-11,R
8449275,Richard,Martin,1951-07-26,L
8450640,Craig,Ramsay,1951-03-17,L
8445089,Chuck,Arnason,1951-07-15,R
8446120,Rey,Comeau,1948-10-25,C
8446552,Germain,Gagnon,1942-12-09,L
8448624,Guy,Lafleur,1951-09-20,R
8448050,Gerry,O'Flaherty,1950-08-31,L
8448420,Rick,Kehoe,1951-07-15,R
8449034,Darryl,Maggs,1949-04-06,D
8445129,Henry,Boucha,1951-06-01,C
8446430,Marcel,Dionne,1951-08-03,C
8449844,Andy,Brown,1944-02-15,G
8445704,Gord,Brooks,1950-09-11,R
8447339,Brian,Lavender,1947-04-20,L
8449744,Mike,Murphy,1950-09-12,R
8451893,Floyd,Thomson,1949-06-14,L
8449426,Peter,McDuffe,1948-02-16,G
8450038,Jim,McLeod,1937-04-07,G
8451695,Wayne,Stephenson,1945-01-29,G
8445104,Gregg,Boddy,1949-03-19,D
8447420,Jocelyn,Guevremont,1951-03-01,D
8447464,Rich,Lemieux,1951-04-19,C
8448400,Dennis,Kearns,1945-09-27,D
8448640,Bobby,Lalonde,1951-03-27,C
8449913,Ed,Dyck,1950-10-29,G
8445328,Brian,Carlin,1950-06-13,L
8447857,Bill,Mikkelson,1948-05-21,D
8451525,Billy,Smith,1950-12-12,G
8446563,Gary,Gambucci,1946-09-27,C
8450168,Bob,Paradise,1944-04-22,D
8445002,Ken,Baird,1951-02-01,D
8446586,Stan,Gilbertson,1944-10-29,L
8446666,Del,Hall,1949-05-07,C
8446963,Frank,Hughes,1949-10-01,L
8447114,Jim,Jones,1949-07-27,D
8447275,Pete,Laframboise,1950-01-18,L
8448093,Craig,Patrick,1946-05-20,R
8449040,Al,Simmons,1951-09-25,D
8449849,Lyle,Carter,1945-04-29,G
8450011,Gary,Kurt,1947-03-09,G
8446944,Dave,Hudson,1949-12-28,C
8447373,Bryan,Lefley,1948-10-18,D
8447414,Richard,Grenier,1952-09-18,C
8447658,Billy,Harris,1952-01-29,R
8447740,Lorne,Henning,1952-02-22,C
8447995,Garry,Howatt,1952-09-26,L
8448229,Dave,Pulkkinen,1949-05-18,L
8449083,Ron,Smith,1952-11-19,D
8449932,Bobby,Nystrom,1952-10-10,R
8445808,Jerry,Butler,1951-02-27,R
8447375,Randy,Legge,1945-12-16,D
8451098,Larry,Sacharuk,1952-09-16,D
8452232,Steve,Vickers,1951-04-21,L
8445252,Bill,Barber,1952-07-11,L
8445520,Tom,Bladon,1952-12-29,D
8448495,Orest,Kindrachuk,1950-09-14,C
8452319,Jimmy,Watson,1952-08-19,D
8449811,Michel,Belhumeur,1949-09-02,G
8447531,Jack,Lynch,1952-05-28,D
8448642,Ron,Lalonde,1952-10-30,C
8452365,Jim,Wiley,1950-04-28,C
8447755,Denis,Herron,1952-06-18,G
8448043,Fred,O'Donnell,1949-12-06,R
8448733,Rich,Leduc,1951-08-24,C
8449952,Chris,Oddleifson,1950-09-07,C
8451335,Gregg,Sheppard,1949-04-23,C
8449783,John,Adams,1946-07-27,G
8449842,Ross,Brooks,1937-10-17,G
8445800,Ron,Busniuk,1948-08-13,R
8445980,Larry,Carriere,1952-01-30,D
8446498,Rick,Dudley,1949-01-31,L
8446713,Hugh,Harris,1948-06-07,C
8448330,Bob,Richer,1951-03-05,C
8448439,Doug,Rombough,1950-07-08,C
8451241,Jim,Schoenfeld,1952-09-04,D
8449917,Rocky,Farr,1947-04-07,G
8447042,Dave,Gardner,1952-08-23,C
8448460,Randy,Rota,1950-08-16,C
8448644,Yvon,Lambert,1950-05-20,L
8450936,Larry,Robinson,1951-06-02,D
8451354,Steve,Shutt,1952-07-01,L
8452488,Murray,Wilson,1951-11-07,L
8451891,Wayne,Thomas,1947-10-09,G
8446647,John,Grisdale,1948-08-23,D
8446809,George,Ferguson,1952-08-22,C
8446932,Dave,Fortier,1951-06-17,D
8447528,Joe,Lundrigan,1948-09-12,D
8448067,Randy,Osburn,1952-11-26,L
8449057,Dale,Smedsmo,1951-04-23,L
8449650,Lyle,Moffatt,1948-03-19,L
8448891,Ron,Low,1950-06-21,G
8449515,Gord,McRae,1948-04-12,G
8447240,Dave,Kryskow,1951-12-25,L
8447259,Moe,L'Abbe,1947-08-12,R
8448725,Walt,Ledingham,1950-10-26,L
8449166,John,Marks,1948-03-22,R
8449970,Brian,Ogilvie,1952-01-30,C
8451075,Phil,Russell,1952-07-21,D
8446976,Len,Frig,1950-10-23,D
8445445,Thommie,Bergman,1947-12-10,D
8446340,Len,Fontaine,1948-02-25,R
8446653,Danny,Gruen,1952-06-26,L
8446978,Robbie,Ftorek,1952-01-02,C
8447929,William,Hogaboam,1949-05-09,C
8448003,Rick,Newell,1948-02-18,D
8445965,Steve,Durbano,1951-12-12,D
8447314,Mike,Lampman,1950-04-20,L
8447482,Jean,Hamel,1952-06-26,D
8447585,Connie,Madigan,1934-10-04,D
8449570,Wayne,Merrick,1952-04-23,C
8450004,Bob,Johnson,1948-11-12,G
8445114,Larry,Bolonchuk,1952-02-26,D
8446911,Ron,Homenuke,1952-01-05,R
8447825,Bryan,McSheffrey,1952-09-25,R
8448808,Don,Lever,1952-11-14,C
8449215,Don,Tannahill,1949-02-21,L
8449468,Barry,Wilcox,1948-04-23,R
8449604,John,Wright,1948-11-09,C
8449846,Bruce,Bullock,1949-05-09,G
8450032,Dave,McLelland,1952-11-20,G
8446890,Phil,Hoene,1949-03-15,L
8448518,Neil,Komadoski,1951-11-05,D
8448538,Don,Kozak,1952-02-02,R
8448876,Barry,Long,1949-01-31,D
8452210,Vic,Venasky,1951-03-06,C
8445820,Jerry,Byers,1952-03-29,L
8446893,Terry,Holbrook,1950-07-11,R
8447768,Jim,McElmury,1949-10-03,D
8447781,Bruce,McIntosh,1949-03-17,D
8444865,Chris,Ahrens,1952-07-31,D
8447178,Kerry,Ketter,1947-09-20,D
8449178,Morris,Stefaniw,1948-01-10,C
8450815,Jacques,Richard,1952-10-07,L
8445609,Dan,Bouchard,1950-12-12,G
8447648,Ted,McAneeley,1950-11-07,D
8447830,Brent,Meeke,1952-04-10,D
8447903,Morris,Mott,1946-05-25,R
8449305,Pete,Vipond,1949-12-08,L
8449772,Terry,Murray,1950-07-20,D
8452364,Stan,Weir,1952-03-17,C
8448811,Dave,Lewis,1953-07-03,D
8449222,Vic,Teal,1949-08-10,R
8450505,Denis,Potvin,1953-10-29,D
8451741,Andre,St. Laurent,1953-02-16,C
8450802,Glenn,Resch,1948-07-10,G
8452466,Bert,Wilson,1949-10-17,L
8448915,Al,MacAdam,1952-03-16,R
8445749,Bruce,Cowick,1951-08-18,L
8445080,Larry,Bignell,1950-01-07,D
8445460,Wayne,Bianchin,1953-09-06,R
8447525,Bernie,Lukowich,1952-03-18,R
8447808,Bob,McManama,1951-10-07,C
8448035,Hank,Nowak,1950-11-24,L
8448434,Bob,Kelly,1946-06-06,R
8449112,Ted,Snell,1946-05-28,R
8451770,Blaine,Stoughton,1953-03-13,L
8448175,Gary,Inness,1949-05-28,G
8446654,Bob,Gryp,1950-05-06,L
8446908,Dave,Forbes,1948-11-16,R
8447014,Dave,Hynes,1951-04-17,L
8447157,Doug,Gibson,1953-09-28,C
8451144,Andre,Savard,1953-09-02,C
8451364,Al,Sims,1953-04-18,D
8447445,Bill,Hajt,1951-11-18,D
8449525,Peter,McNab,1952-05-08,C
8445695,Gary,Bromley,1950-01-19,G
8446998,Bob,Gainey,1953-12-13,L
8447290,Glenn,Goldup,1953-04-26,R
8452156,John,Van Boxmeer,1952-11-20,D
8452477,Rick,Wilson,1950-08-10,D
